"","symbol","tair","top_spear_cor"
"AT3G57280","FAX1","AT3G57280",0.0716478912362476
"AT4G29990","None","AT4G29990",0.0716478912362476
"AT5G12200","PYD2","AT5G12200",0.0716478912362476
"AT3G07780","OBE1","AT3G07780",0.0716478757227951
"AT5G65685","None","AT5G65685",0.0716417313157728
"AT3G06640","None","AT3G06640",0.0716241205184891
"AT3G07525","ATG10","AT3G07525",0.0716241205184891
"AT5G20080","None","AT5G20080",0.0716170085378708
"AT4G30530","GGP1","AT4G30530",0.0716091106993111
"AT3G23400","FIB4","AT3G23400",0.0715873771825086
"AT3G43700","BPM6","AT3G43700",0.0715873771825086
"AT3G46460","UBC13","AT3G46460",0.0715873771825086
"AT4G13830","J20","AT4G13830",0.0715873771825086
"AT5G17790","VAR3","AT5G17790",0.0715873771825086
"AT1G65440","SPT6L","AT1G65440",0.0715760425103438
"AT2G30740","None","AT2G30740",0.0715685354355881
"AT3G18480","CASP","AT3G18480",0.0715561382019864
"AT3G14180","ASIL2","AT3G14180",0.0715489337367057
"AT5G14540","None","AT5G14540",0.0715489337367057
"AT3G53970","PTRE1","AT3G53970",0.0715356713725603
"AT1G75330","OTC","AT1G75330",0.0715355392130779
"AT4G40060","HB16","AT4G40060",0.0715238626494485
"AT1G18450","ATARP4","AT1G18450",0.0715211610856144
"AT5G42700","None","AT5G42700",0.0715116775065501
"AT1G79940","ATERDJ2A","AT1G79940",0.0715041086756308
"AT1G05410","None","AT1G05410",0.0715010514189595
"AT3G03060","None","AT3G03060",0.0715010514189595
"AT2G20960","PEARLI4","AT2G20960",0.071500826278609
"AT1G59750","ARF1","AT1G59750",0.0714888362680171
"AT1G21250","WAK1","AT1G21250",0.0714858053376712
"AT3G56950","SIP2;1","AT3G56950",0.0714858053376712
"AT5G56020","None","AT5G56020",0.0714858053376712
"AT1G14570","PUX7","AT1G14570",0.0714826253974426
"AT1G53345","None","AT1G53345",0.0714810986204503
"AT3G49260","IQD21","AT3G49260",0.0714810986204503
"AT2G25620","DBP1","AT2G25620",0.0714794419960579
"AT2G36310","URH1","AT2G36310",0.0714794419960579
"AT1G24310","NUP54","AT1G24310",0.0714781972888323
"AT3G22430","None","AT3G22430",0.0714637815438204
"AT3G26050","None","AT3G26050",0.0714637815438204
"AT3G62390","TBL6","AT3G62390",0.0714637815438204
"AT5G22730","None","AT5G22730",0.0714637815438204
"AT2G30120","None","AT2G30120",0.0714591710141144
"AT4G31010","MCSF1","AT4G31010",0.0714584098708044
"AT1G50300","TAF15","AT1G50300",0.0714475221734766
"AT3G02720","DJ1D","AT3G02720",0.0714475221734766
"AT2G39550","PGGT-I","AT2G39550",0.0714255878571845
"AT5G11480","ENGB-2","AT5G11480",0.0714255878571845
"AT5G66160","RMR1","AT5G66160",0.0714255878571845
"AT4G08790","NIT1","AT4G08790",0.0714227270429497
"AT4G31800","WRKY18","AT4G31800",0.0714227270429497
"AT5G41260","BSK8","AT5G41260",0.0714213579493495
"AT5G19370","None","AT5G19370",0.071420274022068
"AT4G10800","None","AT4G10800",0.0714051462272327
"AT5G38895","None","AT5G38895",0.0714051462272327
"AT5G59610","DJC73","AT5G59610",0.0714051462272327
"AT3G45680","NPF2.3","AT3G45680",0.071398374316011
"AT5G42280","None","AT5G42280",0.071398374316011
"AT5G54840","SGP1","AT5G54840",0.071398374316011
"AT4G31490","None","AT4G31490",0.0713914894358555
"AT5G48020","None","AT5G48020",0.0713914894358555
"AT3G12670","EMB2742","AT3G12670",0.0713873302875183
"AT1G27150","None","AT1G27150",0.0713866616824555
"AT2G05840","PAA2","AT2G05840",0.0713791594738955
"AT4G27130","None","AT4G27130",0.0713773191849525
"AT2G42310","None","AT2G42310",0.0713714991447691
"AT2G43210","None","AT2G43210",0.0713714991447691
"AT3G59840","None","AT3G59840",0.0713714991447691
"AT4G33680","AGD2","AT4G33680",0.0713714991447691
"AT5G39410","None","AT5G39410",0.0713714991447691
"AT5G47490","None","AT5G47490",0.0713714991447691
"AT5G65420","CYCD4;1","AT5G65420",0.0713714991447691
"AT3G19790","None","AT3G19790",0.0713706812469686
"AT5G59310","LTP4","AT5G59310",0.0713706812469686
"AT5G63700","None","AT5G63700",0.0713555597909047
"AT1G62150","None","AT1G62150",0.0713521351692687
"AT3G60080","None","AT3G60080",0.0713521351692687
"AT4G19650","None","AT4G19650",0.0713521351692687
"AT4G25750","ABCG4","AT4G25750",0.0713521351692687
"AT4G31408","None","AT4G31408",0.0713521351692687
"AT1G33615","None","AT1G33615",0.0713490011643694
"AT2G17020","None","AT2G17020",0.0713490011643694
"AT1G30300","None","AT1G30300",0.0713409788976097
"AT4G01020","None","AT4G01020",0.0713409788976097
"AT2G18290","EMB2783","AT2G18290",0.0713364388211996
"AT1G62045","None","AT1G62045",0.0713247890376021
"AT2G22900","MUCI10","AT2G22900",0.0713247890376021
"AT3G02800","PFA-DSP3","AT3G02800",0.0713247890376021
"AT2G15960","None","AT2G15960",0.0713168150200642
"AT2G36300","None","AT2G36300",0.0713168150200642
"AT4G13400","None","AT4G13400",0.0713168150200642
"AT3G17840","RLK902","AT3G17840",0.0712956166645194
"AT5G53210","SPCH","AT5G53210",0.0712897923704792
"AT1G64490","None","AT1G64490",0.0712849143390731
"AT4G22540","ORP2A","AT4G22540",0.0712849143390731
"AT1G59910","FORMIN7","AT1G59910",0.0712787508324059
"AT4G03960","PFA-DSP4","AT4G03960",0.0712787508324059
"AT5G45700","None","AT5G45700",0.0712787508324059
"AT4G39970","None","AT4G39970",0.0712717278831275
"AT5G66060","None","AT5G66060",0.0712717278831275
"AT1G78130","UNE2","AT1G78130",0.0712547794226078
"AT5G28770","BZO2H3","AT5G28770",0.0712547794226078
"AT3G10480","NAC50","AT3G10480",0.0712503323148467
"AT5G57270","None","AT5G57270",0.0712500151212983
"AT3G19800","DUF177B","AT3G19800",0.0712498215606128
"AT5G48330","RUG2","AT5G48330",0.0712498215606128
"AT1G65950","None","AT1G65950",0.0712487966439915
"AT4G00755","None","AT4G00755",0.0712487966439915
"AT2G46250","None","AT2G46250",0.0712441424678935
"AT3G09970","RLPH2","AT3G09970",0.0712441424678935
"AT5G25770","None","AT5G25770",0.0712441424678935
"AT1G58340","ZRZ","AT1G58340",0.0712426526044651
"AT5G12920","None","AT5G12920",0.0712426526044651
"AT5G57345","ATOXR","AT5G57345",0.0712426526044651
"AT3G44590","None","AT3G44590",0.0712395989452182
"AT1G67310","None","AT1G67310",0.0711958222482345
"AT2G27480","None","AT2G27480",0.0711958222482345
"AT3G16190","None","AT3G16190",0.0711958222482345
"AT1G73970","None","AT1G73970",0.0711931830792481
"AT3G54090","FLN1","AT3G54090",0.0711928213512317
"AT4G20330","None","AT4G20330",0.0711928213512317
"AT5G40460","SMR6","AT5G40460",0.0711928213512317
"AT1G09023","None","AT1G09023",0.0711902579839004
"AT4G31560","HCF153","AT4G31560",0.0711902579839004
"AT2G48070","RPH1","AT2G48070",0.0711816757961576
"AT4G33010","GLDP1","AT4G33010",0.0711816757961576
"AT5G42570","None","AT5G42570",0.0711816757961576
"AT5G66460","MAN7","AT5G66460",0.0711816757961576
"AT3G06670","SMEK1","AT3G06670",0.0711766508401883
"AT1G01170","None","AT1G01170",0.0711759496511103
"AT2G42790","CSY3","AT2G42790",0.0711759496511103
"AT1G71780","None","AT1G71780",0.0711702399995327
"AT5G57370","None","AT5G57370",0.0711702399995327
"AT4G25500","RSP35","AT4G25500",0.0711606691743101
"AT5G04290","SPT5L","AT5G04290",0.0711606691743101
"AT3G56720","None","AT3G56720",0.0711527688253726
"AT1G76410","ATL8","AT1G76410",0.0711495499424584
"AT2G19130","None","AT2G19130",0.0711495499424584
"AT5G49560","None","AT5G49560",0.0711495499424584
"AT1G08110","GLXI:3","AT1G08110",0.0711494250132629
"AT2G22230","None","AT2G22230",0.071148320958294
"AT5G06960","TGA5","AT5G06960",0.071148320958294
"AT2G46915","None","AT2G46915",0.0711465316354585
"AT3G49990","None","AT3G49990",0.0711465316354585
"AT4G18130","PHYE","AT4G18130",0.0711465316354585
"AT1G05630","AT5PTASE13","AT1G05630",0.0711447370388735
"AT1G62820","CML14","AT1G62820",0.0711418773002396
"AT4G35590","RKD5","AT4G35590",0.0711418773002396
"AT1G54960","NP2","AT1G54960",0.0711368704573795
"AT4G36040","J11","AT4G36040",0.0711368704573795
"AT1G15060","None","AT1G15060",0.0711359934246015
"AT1G77440","PBC2","AT1G77440",0.0711359934246015
"AT2G19430","THO6","AT2G19430",0.0711359934246015
"AT2G20840","SCAMP3","AT2G20840",0.0711359934246015
"AT5G24800","BZO2H2","AT5G24800",0.0711359934246015
"AT1G33980","UPF3","AT1G33980",0.0711354987875267
"AT2G23770","LYK4","AT2G23770",0.0711354592189505
"AT4G04800","MSRB3","AT4G04800",0.0711354592189505
"AT4G19185","UMAMIT2","AT4G19185",0.0711354592189505
"AT2G10410","None","AT2G10410",0.071132137594371
"AT5G15610","None","AT5G15610",0.0711276116051583
"AT1G19100","MORC6","AT1G19100",0.0711237131913214
"AT1G14060","None","AT1G14060",0.0711230003425029
"AT1G68890","PHYLLO","AT1G68890",0.07112170779418
"AT1G78620","VTE6","AT1G78620",0.0711108334472219
"AT1G53590","NTMC2TYPE6.1","AT1G53590",0.0711042283411597
"AT1G34120","IP5PI","AT1G34120",0.0711029185253631
"AT4G38930","None","AT4G38930",0.0711016277622569
"AT2G38580","None","AT2G38580",0.0710851102131712
"AT5G14950","GMII","AT5G14950",0.0710841957659215
"AT5G55180","None","AT5G55180",0.0710761795040468
"AT1G16220","None","AT1G16220",0.0710742227137039
"AT1G76880","DF1","AT1G76880",0.071073576743442
"AT3G21350","MED6","AT3G21350",0.0710697739477325
"AT1G07360","MAC5A","AT1G07360",0.0710694609368479
"AT2G39760","BPM3","AT2G39760",0.0710691063276037
"AT3G51895","SULTR3;1","AT3G51895",0.0710691063276037
"AT5G22920","RZPF34","AT5G22920",0.0710691063276037
"AT1G19010","None","AT1G19010",0.0710658374237442
"AT2G07305","None","AT2G07305",0.0710658374237442
"AT2G22410","SLO1","AT2G22410",0.0710658374237442
"AT4G39530","None","AT4G39530",0.0710658374237442
"AT5G16640","None","AT5G16640",0.0710658374237442
"AT4G00660","RH8","AT4G00660",0.0710625062412471
"AT2G17320","None","AT2G17320",0.0710309101491226
"AT4G32410","RSW1","AT4G32410",0.0710303288795845
"AT4G30690","SVR9L","AT4G30690",0.0710218972601333
"AT1G33230","None","AT1G33230",0.0710217797929912
"AT5G59840","ATRABE1B","AT5G59840",0.0710018353585918
"AT5G17920","METS1","AT5G17920",0.0709997095094055
"AT1G03410","2A6","AT1G03410",0.070988715483794
"AT1G32090","OSCA1.8","AT1G32090",0.0709845428741614
"AT4G23440","None","AT4G23440",0.0709730401140382
"AT5G10390","HTR13","AT5G10390",0.0709730401140382
"AT3G20500","PAP18","AT3G20500",0.0709595815549797
"AT1G69830","ATAMY3","AT1G69830",0.0709542766572299
"AT1G09800","None","AT1G09800",0.0709526296928788
"AT5G60700","None","AT5G60700",0.0709526296928788
"AT4G14716","SGB3","AT4G14716",0.0709412025311552
"AT5G42030","ABIL4","AT5G42030",0.0709400640777779
"AT2G36320","None","AT2G36320",0.0709399525217107
"AT1G57660","None","AT1G57660",0.0709335846551278
"AT3G42050","None","AT3G42050",0.070930963437768
"AT5G64560","MRS2-2","AT5G64560",0.0709273082595336
"AT1G62305","None","AT1G62305",0.070924138808411
"AT3G11320","None","AT3G11320",0.070924138808411
"AT3G11420","None","AT3G11420",0.070924138808411
"AT3G21070","NADK1","AT3G21070",0.0709144346480751
"AT1G78610","MSL6","AT1G78610",0.0709103257334864
"AT4G33300","ADR1-L1","AT4G33300",0.0709103257334864
"AT5G06460","UBA","AT5G06460",0.0709103257334864
"AT2G03710","SEP4","AT2G03710",0.0709025330743719
"AT1G12760","None","AT1G12760",0.0708773844005257
"AT3G53610","RAB8","AT3G53610",0.0708773844005257
"AT1G79730","ELF7","AT1G79730",0.0708681826385994
"AT1G05010","EFE","AT1G05010",0.070861677971537
"AT2G04620","MTP12","AT2G04620",0.070861677971537
"AT2G27229","None","AT2G27229",0.070861677971537
"AT4G15070","None","AT4G15070",0.070861677971537
"AT5G06540","None","AT5G06540",0.070861677971537
"AT2G19790","AP4S","AT2G19790",0.0708505971003263
"AT5G40600","None","AT5G40600",0.0708505971003263
"AT2G35120","None","AT2G35120",0.0708443464818024
"AT1G21760","FBP7","AT1G21760",0.0708233709229591
"AT1G59650","CW14","AT1G59650",0.0708233709229591
"AT3G06570","None","AT3G06570",0.0708233709229591
"AT3G46950","None","AT3G46950",0.0708233709229591
"AT3G63290","None","AT3G63290",0.0708233709229591
"AT3G50100","SDN1","AT3G50100",0.070817012917494
"AT2G41680","NTRC","AT2G41680",0.0708145053013423
"AT5G14700","None","AT5G14700",0.0708097740336198
"AT2G18240","None","AT2G18240",0.070807981466316
"AT5G35400","None","AT5G35400",0.0708005219231707
"AT1G50700","CPK33","AT1G50700",0.0708004287938965
"AT3G61480","None","AT3G61480",0.0708004287938965
"AT5G25510","None","AT5G25510",0.0707793794450909
"AT5G48640","None","AT5G48640",0.0707793794450909
"AT4G24175","None","AT4G24175",0.0707763603226783
"AT3G53020","STV1","AT3G53020",0.0707694100071513
"AT4G33495","RPD1","AT4G33495",0.0707630854586897
"AT1G58290","HEMA1","AT1G58290",0.0707621265363386
"AT2G01460","None","AT2G01460",0.0707620086111362
"AT3G57940","None","AT3G57940",0.0707620086111362
"AT2G19810","TZF2","AT2G19810",0.0707579292746694
"AT2G20635","None","AT2G20635",0.0707579292746694
"AT4G20430","None","AT4G20430",0.0707579292746694
"AT4G35860","GB2","AT4G35860",0.0707579292746694
"AT5G03500","MED7B","AT5G03500",0.0707579292746694
"AT5G23395","MIA40","AT5G23395",0.0707579292746694
"AT1G48860","EPSPS","AT1G48860",0.0707557798658987
"AT4G17140","None","AT4G17140",0.0707490074158465
"AT3G25840","PRP4KA","AT3G25840",0.0707459490790345
"AT1G72175","None","AT1G72175",0.0707453263735396
"AT5G23780","DUF9","AT5G23780",0.0707453263735396
"AT1G02100","SBI1","AT1G02100",0.0707366157821182
"AT5G64040","PSAN","AT5G64040",0.0707329101572512
"AT1G69740","HEMB1","AT1G69740",0.0707278832907005
"AT4G14103","None","AT4G14103",0.0707178308488776
"AT4G38840","SAUR14","AT4G38840",0.0707178308488776
"AT5G24275","None","AT5G24275",0.0707178308488776
"AT1G80640","None","AT1G80640",0.0707038449448552
"AT3G06540","REP","AT3G06540",0.0707038449448552
"AT5G44040","None","AT5G44040",0.0707038449448552
"AT1G31480","SGR2","AT1G31480",0.070702558789142
"AT2G00930","None","AT2G00930",0.070702558789142
"AT2G01170","GABP","AT2G01170",0.070702558789142
"AT3G63190","RRF","AT3G63190",0.0707001916672249
"AT1G33400","TPR9","AT1G33400",0.0706998005435616
"AT1G19400","E-4PDHASE","AT1G19400",0.0706956496548059
"AT2G33990","IQD9","AT2G33990",0.0706956496548059
"AT3G14470","None","AT3G14470",0.0706956496548059
"AT1G12520","CCS","AT1G12520",0.0706946048460168
"AT1G71260","WHY2","AT1G71260",0.0706946048460168
"AT3G24880","ATEAF1A","AT3G24880",0.0706909217840449
"AT1G27060","SAB1","AT1G27060",0.0706871200758732
"AT1G34160","None","AT1G34160",0.0706871200758732
"AT2G28830","PUB12","AT2G28830",0.0706871200758732
"AT2G44130","KMD3","AT2G44130",0.0706871200758732
"AT4G24370","PROS","AT4G24370",0.0706871200758732
"AT5G48530","None","AT5G48530",0.0706871200758732
"AT1G23460","None","AT1G23460",0.0706870966237979
"AT3G03320","None","AT3G03320",0.0706870966237979
"AT3G48090","EDS1","AT3G48090",0.0706870966237979
"AT4G39370","UBP27","AT4G39370",0.0706870966237979
"AT4G14310","None","AT4G14310",0.070683328916587
"AT2G37280","PDR5","AT2G37280",0.0706726070729713
"AT3G06020","FAF4","AT3G06020",0.0706726070729713
"AT4G02830","None","AT4G02830",0.0706726070729713
"AT5G02600","NPCC6","AT5G02600",0.0706726070729713
"AT5G44750","REV1","AT5G44750",0.070668218749992
"AT4G28250","EXPB3","AT4G28250",0.0706670026018141
"AT3G14420","GOX1","AT3G14420",0.0706617073228218
"AT3G46450","None","AT3G46450",0.0706617073228218
"AT5G09300","None","AT5G09300",0.0706555085153872
"AT3G15395","None","AT3G15395",0.0706508784715064
"AT5G05560","EMB2771","AT5G05560",0.0706508784715064
"AT3G49310","None","AT3G49310",0.0706464048149146
"AT5G09595","None","AT5G09595",0.0706464048149146
"AT5G11460","FLZ10","AT5G11460",0.0706464048149146
"AT2G15820","OTP51","AT2G15820",0.0706249788213089
"AT3G01540","RH14","AT3G01540",0.0706220592948286
"AT3G24030","None","AT3G24030",0.0705970652927381
"AT2G28870","SMR10","AT2G28870",0.0705936253849499
"AT3G30340","UMAMIT32","AT3G30340",0.0705936253849499
"AT4G14700","ORC1A","AT4G14700",0.0705936253849499
"AT4G30000","None","AT4G30000",0.0705936253849499
"AT4G10480","None","AT4G10480",0.0705890694182863
"AT1G02450","NIMIN1","AT1G02450",0.0705838605276526
"AT1G55755","None","AT1G55755",0.0705838605276526
"AT1G22070","TGA3","AT1G22070",0.0705818500059304
"AT1G05805","AKS2","AT1G05805",0.0705611639665517
"AT3G12950","None","AT3G12950",0.070553177647082
"AT1G20530","None","AT1G20530",0.070547553601787
"AT1G03760","None","AT1G03760",0.0705470212107255
"AT1G25682","CWC16A","AT1G25682",0.0705470212107255
"AT1G65130","None","AT1G65130",0.0705470212107255
"AT3G03590","SWIB4","AT3G03590",0.0705470212107255
"AT3G09470","ATUNC93","AT3G09470",0.0705470212107255
"AT4G14110","FUS7","AT4G14110",0.0705470212107255
"AT5G19070","None","AT5G19070",0.0705470212107255
"AT5G66130","RAD17","AT5G66130",0.0705470212107255
"AT1G51745","SL1","AT1G51745",0.07051851875907
"AT1G79920","HSP70-15","AT1G79920",0.0705126290831468
"AT5G65460","KCA2","AT5G65460",0.0705121295213419
"AT5G04810","PPR4","AT5G04810",0.0705020234463842
"AT2G27800","None","AT2G27800",0.0704979194209085
"AT4G24350","None","AT4G24350",0.0704979194209085
"AT5G27890","None","AT5G27890",0.0704979194209085
"AT1G34130","STT3B","AT1G34130",0.0704956209619029
"AT4G32900","None","AT4G32900",0.0704954898391641
"AT4G26860","None","AT4G26860",0.0704937316717884
"AT2G31820","None","AT2G31820",0.0704826423473739
"AT3G06370","NHX4","AT3G06370",0.0704826423473739
"AT5G23710","None","AT5G23710",0.0704826423473739
"AT5G50130","None","AT5G50130",0.0704826423473739
"AT3G04740","SWP","AT3G04740",0.0704790234041951
"AT3G50060","MYB77","AT3G50060",0.0704706564664744
"AT4G09620","MTERF12","AT4G09620",0.0704706564664744
"AT4G12650","TMN12","AT4G12650",0.0704706564664744
"AT3G51920","CML9","AT3G51920",0.0704641011241487
"AT4G26160","ACHT1","AT4G26160",0.0704641011241487
"AT5G07130","LAC13","AT5G07130",0.0704641011241487
"AT2G24290","None","AT2G24290",0.0704517088930391
"AT5G55990","SCABP1","AT5G55990",0.0704517088930391
"AT5G49280","None","AT5G49280",0.0704391825866976
"AT1G07485","None","AT1G07485",0.0704253645370941
"AT1G29520","None","AT1G29520",0.0704253645370941
"AT3G21760","HYR1","AT3G21760",0.0704253645370941
"AT5G48580","FKBP15-2","AT5G48580",0.0704240188575284
"AT1G76390","PUB43","AT1G76390",0.0704187634731439
"AT3G59690","IQD13","AT3G59690",0.0704187634731439
"AT3G13290","VCR","AT3G13290",0.0703979338548693
"AT3G52290","IQD3","AT3G52290",0.0703979338548693
"AT5G37510","EMB1467","AT5G37510",0.0703802284477821
"AT1G35460","FBH1","AT1G35460",0.0703796069751184
"AT2G19710","ISTL5","AT2G19710",0.0703796069751184
"AT4G31354","None","AT4G31354",0.0703757579435379
"AT3G57170","None","AT3G57170",0.0703649228809051
"AT3G23750","BARK1","AT3G23750",0.0703411323241946
"AT4G25630","FIB2","AT4G25630",0.0703390107382091
"AT1G18080","SAC53","AT1G18080",0.0703389458511376
"AT1G19025","None","AT1G19025",0.0703151100574334
"AT2G02230","PP2-B1","AT2G02230",0.0703151100574334
"AT2G33530","SCPL46","AT2G33530",0.0703151100574334
"AT2G44300","None","AT2G44300",0.0703151100574334
"AT4G32230","None","AT4G32230",0.0703151100574334
"AT1G08930","ERD6","AT1G08930",0.070301368900886
"AT1G24210","None","AT1G24210",0.070301368900886
"AT1G70660","UEV1B","AT1G70660",0.070301368900886
"AT1G78110","None","AT1G78110",0.070301368900886
"AT3G17611","RBL14","AT3G17611",0.070301368900886
"AT1G08640","CJD1","AT1G08640",0.0703008650005724
"AT4G27430","CIP7","AT4G27430",0.0702990392468714
"AT2G26800","None","AT2G26800",0.0702959834083321
"AT1G19920","ATPS2","AT1G19920",0.0702747364702747
"AT1G63500","BSK7","AT1G63500",0.0702718341868799
"AT2G25430","PICALM4A","AT2G25430",0.0702718341868799
"AT3G14830","None","AT3G14830",0.0702655205950706
"AT4G21810","DER2.1","AT4G21810",0.0702655205950706
"AT1G29060","ATSFT12","AT1G29060",0.0702414167824383
"AT1G74410","None","AT1G74410",0.0702414167824383
"AT3G24670","None","AT3G24670",0.0702414167824383
"AT4G19045","MOB1B","AT4G19045",0.0702414167824383
"AT5G02970","None","AT5G02970",0.0702414167824383
"AT5G10400","HTR9","AT5G10400",0.0702414167824383
"AT3G19760","RH2","AT3G19760",0.0702388159254211
"AT1G64720","CP5","AT1G64720",0.070232816985715
"AT4G14230","None","AT4G14230",0.0702316464390801
"AT5G03540","EXO70A1","AT5G03540",0.070229408484873
"AT4G10270","WIP4","AT4G10270",0.0702288068889593
"AT1G80060","None","AT1G80060",0.0702097235751721
"AT2G04410","None","AT2G04410",0.0702097235751721
"AT1G11240","None","AT1G11240",0.0701908900232922
"AT5G13230","None","AT5G13230",0.0701900403388063
